user_id,timestamp,group,landing_page,converted
764258,12:09:38 AM,treatment,new_page,0
893896,12:08:41 AM,control,old_page,0
707067,12:37:47 AM,treatment,new_page,0
909217,12:58:49 AM,treatment,new_page,0
853310,12:22:08 AM,treatment,new_page,0
822812,12:46:42 AM,control,old_page,0
923996,12:05:34 AM,treatment,new_page,1
790779,12:30:30 AM,treatment,new_page,0
893071,12:37:08 AM,control,old_page,0
631968,12:42:11 AM,treatment,new_page,0
833380,12:27:23 AM,control,old_page,0
739505,12:13:07 AM,treatment,new_page,0
833162,12:45:42 AM,treatment,new_page,0
666792,12:19:09 AM,treatment,new_page,0
741747,12:50:35 AM,treatment,new_page,0
785557,12:42:29 AM,control,old_page,0
723128,12:36:55 AM,treatment,new_page,0
841691,12:08:55 AM,control,old_page,0
638089,12:41:08 AM,treatment,new_page,0
711870,12:13:34 AM,treatment,new_page,0
792886,12:19:08 AM,treatment,new_page,0
867092,12:02:36 AM,control,old_page,0
761678,12:17:47 AM,control,old_page,0
809163,12:55:13 AM,control,old_page,0
845177,12:16:33 AM,treatment,new_page,0
782667,12:08:17 AM,control,old_page,0
859314,12:39:14 AM,treatment,new_page,0
642230,12:21:58 AM,treatment,new_page,0
630358,12:56:43 AM,control,old_page,0
933736,12:20:54 AM,control,old_page,0
942869,12:42:48 AM,treatment,new_page,0
752048,12:48:10 AM,treatment,new_page,0
916942,12:16:48 AM,treatment,new_page,0
853307,12:37:33 AM,treatment,new_page,0
795576,12:42:59 AM,treatment,new_page,0
907729,12:59:44 AM,treatment,new_page,0
659662,12:02:50 AM,treatment,new_page,0
896591,12:03:14 AM,control,old_page,0
866832,12:25:38 AM,control,old_page,0
681596,12:23:05 AM,control,old_page,0
727017,12:25:17 AM,treatment,new_page,0
778177,12:39:29 AM,treatment,new_page,0
673509,12:31:38 AM,control,old_page,0
677978,12:41:26 AM,control,old_page,0
781048,12:29:23 AM,control,old_page,0
641271,12:42:54 AM,control,old_page,0
826799,12:04:51 AM,treatment,new_page,0
928394,12:54:54 AM,control,old_page,0
848671,12:46:01 AM,control,old_page,0
779621,12:53:45 AM,treatment,new_page,0
788458,12:14:07 AM,treatment,new_page,0
782093,12:02:16 AM,control,old_page,0
824487,12:33:46 AM,treatment,new_page,0
932258,12:44:30 AM,treatment,new_page,0
704525,12:49:11 AM,treatment,new_page,0
864265,12:18:38 AM,control,old_page,0
794238,12:45:35 AM,treatment,new_page,0
858996,12:43:32 AM,treatment,new_page,0
677382,12:52:09 AM,treatment,new_page,0
910198,12:55:49 AM,treatment,new_page,0
817182,12:51:48 AM,treatment,new_page,0
672363,12:49:14 AM,control,old_page,0
851464,12:08:48 AM,treatment,new_page,0
938463,12:49:57 AM,treatment,new_page,0
742578,12:56:25 AM,treatment,new_page,0
857054,12:11:49 AM,treatment,new_page,0
845692,12:02:15 AM,treatment,new_page,0
682079,12:22:57 AM,control,old_page,0
743617,12:31:05 AM,control,old_page,0
811415,12:27:39 AM,control,old_page,0
773856,12:44:35 AM,control,old_page,0
905707,12:50:06 AM,control,old_page,0
809522,12:18:29 AM,control,old_page,0
769483,12:21:36 AM,control,old_page,0
864822,12:44:41 AM,treatment,new_page,0
678078,12:06:10 AM,control,old_page,0
660082,12:46:04 AM,control,old_page,0
913003,12:04:43 AM,control,old_page,1
840335,12:05:14 AM,control,old_page,0
670744,12:33:58 AM,treatment,new_page,0
723718,12:36:43 AM,treatment,new_page,0
638928,12:39:47 AM,treatment,new_page,0
780284,12:55:50 AM,control,old_page,0
722965,12:02:00 AM,treatment,new_page,0
915268,12:28:31 AM,control,old_page,0
870210,12:28:07 AM,treatment,new_page,1
909442,12:34:20 AM,treatment,new_page,0
786488,12:30:10 AM,treatment,new_page,0
838387,12:20:07 AM,treatment,new_page,0
941206,12:54:47 AM,control,old_page,0
832150,12:01:08 AM,control,old_page,1
711483,12:43:54 AM,control,old_page,0
935473,12:00:08 AM,treatment,new_page,0
648966,12:22:30 AM,control,old_page,0
748339,12:42:06 AM,treatment,new_page,0
822267,12:48:45 AM,control,old_page,0
775836,12:54:24 AM,treatment,new_page,0
934882,12:51:21 AM,treatment,new_page,1
921229,12:38:10 AM,control,old_page,1
836383,12:04:52 AM,treatment,new_page,0
809190,12:41:19 AM,control,old_page,0
754276,12:10:38 AM,control,old_page,0
834170,12:24:10 AM,treatment,new_page,0
649760,12:56:26 AM,treatment,new_page,0
668669,12:49:22 AM,control,old_page,0
633142,12:59:04 AM,control,old_page,0
711752,12:50:21 AM,treatment,new_page,0
870038,12:11:34 AM,treatment,new_page,0
841041,12:49:27 AM,control,old_page,0
908035,12:50:58 AM,control,old_page,0
876178,12:46:31 AM,control,old_page,0
845103,12:51:57 AM,control,old_page,0
848375,12:17:44 AM,treatment,new_page,0
839556,12:17:30 AM,control,old_page,0
650187,12:16:08 AM,control,old_page,0
772598,12:38:09 AM,control,old_page,0
889392,12:04:36 AM,treatment,new_page,0
843708,12:22:06 AM,treatment,new_page,0
695938,12:57:22 AM,control,old_page,0
819283,12:48:31 AM,treatment,new_page,1
854852,12:07:23 AM,treatment,new_page,0
925644,12:31:57 AM,treatment,new_page,0
820130,12:14:05 AM,treatment,new_page,0
682370,12:17:12 AM,control,old_page,1
928906,12:52:51 AM,control,old_page,0
731392,12:35:17 AM,control,old_page,1
733787,12:20:12 AM,control,old_page,0
706533,12:59:15 AM,treatment,new_page,0
698876,12:05:09 AM,treatment,new_page,0
702104,12:23:18 AM,control,old_page,0
910857,12:32:59 AM,treatment,new_page,0
918563,12:22:11 AM,treatment,new_page,0
703097,12:47:21 AM,control,old_page,0
895618,12:36:04 AM,control,old_page,0
935537,12:58:52 AM,control,old_page,0
910462,12:08:32 AM,control,old_page,0
793574,12:06:52 AM,control,old_page,0
708782,12:35:25 AM,control,old_page,0
816454,12:48:41 AM,control,old_page,0
700072,12:31:00 AM,treatment,new_page,0
895528,12:54:15 AM,treatment,new_page,0
938053,12:33:20 AM,treatment,new_page,0
882102,12:09:10 AM,treatment,new_page,0
739559,12:20:20 AM,treatment,new_page,0
845181,12:25:23 AM,control,old_page,0
826025,12:18:01 AM,treatment,new_page,0
729627,12:51:17 AM,control,old_page,0
907790,12:31:16 AM,control,old_page,0
686812,12:49:57 AM,control,old_page,0
819911,12:31:13 AM,control,old_page,0
764514,12:04:07 AM,treatment,new_page,0
805474,12:03:42 AM,treatment,new_page,0
819356,12:05:35 AM,control,old_page,0
945375,12:58:03 AM,treatment,new_page,0
817765,12:30:16 AM,treatment,new_page,0
834110,12:25:28 AM,control,old_page,0
677912,12:58:55 AM,control,old_page,0
770298,12:29:21 AM,control,old_page,1
836794,12:46:40 AM,control,old_page,0
823862,12:31:13 AM,treatment,new_page,0
894255,12:16:20 AM,treatment,new_page,0
852745,12:49:19 AM,control,old_page,0
765021,12:45:06 AM,treatment,new_page,0
734190,12:24:22 AM,treatment,new_page,0
743443,12:43:59 AM,treatment,new_page,0
631900,12:38:27 AM,treatment,new_page,0
869695,12:44:48 AM,treatment,new_page,0
826839,12:24:52 AM,treatment,new_page,0
795760,12:23:11 AM,treatment,new_page,0
884816,12:48:07 AM,control,old_page,0
803829,12:37:46 AM,treatment,new_page,1
854693,12:10:59 AM,treatment,new_page,1
721936,12:54:12 AM,treatment,new_page,0
694076,12:42:29 AM,treatment,new_page,0
739364,12:02:44 AM,treatment,new_page,0
938817,12:56:52 AM,treatment,new_page,0
940316,12:10:50 AM,treatment,new_page,0
707273,12:23:19 AM,treatment,new_page,0
897523,12:01:56 AM,control,old_page,0
748080,12:32:02 AM,treatment,new_page,0
836790,12:48:04 AM,treatment,new_page,0
877769,12:11:04 AM,control,old_page,0
923750,12:44:41 AM,treatment,new_page,0
886961,12:03:44 AM,treatment,new_page,1
730736,12:50:27 AM,treatment,new_page,0
714541,12:11:21 AM,treatment,new_page,0
677367,12:00:53 AM,treatment,new_page,0
742493,12:33:50 AM,treatment,new_page,0
655983,12:37:14 AM,control,old_page,0
644869,12:42:12 AM,treatment,new_page,1
867950,12:03:50 AM,treatment,new_page,0
883104,12:38:50 AM,control,old_page,1
777454,12:36:24 AM,treatment,new_page,1
855582,12:49:14 AM,control,old_page,0
847939,12:30:51 AM,control,new_page,0
924035,12:39:57 AM,control,old_page,0
663880,12:35:35 AM,control,old_page,0
825863,12:47:30 AM,treatment,new_page,0
674195,12:21:03 AM,control,old_page,0
651083,12:45:57 AM,control,old_page,0
811349,12:44:05 AM,control,old_page,1
632406,12:04:49 AM,treatment,new_page,1
862707,12:13:30 AM,control,old_page,0
914133,12:52:20 AM,control,old_page,1
719221,12:36:10 AM,control,old_page,0
787966,12:51:16 AM,treatment,new_page,0
863405,12:38:32 AM,treatment,new_page,0
885561,12:32:00 AM,treatment,new_page,0
900791,12:42:47 AM,treatment,new_page,0
899898,12:17:50 AM,control,old_page,0
709870,12:20:57 AM,control,old_page,0
938439,12:17:45 AM,control,old_page,0
813839,12:12:57 AM,treatment,new_page,0
674813,12:15:01 AM,treatment,new_page,0
877019,12:54:32 AM,treatment,new_page,0
775447,12:21:27 AM,control,old_page,0
674779,12:49:19 AM,treatment,new_page,0
829416,12:33:23 AM,control,old_page,0
737791,12:47:58 AM,treatment,new_page,0
674043,12:55:12 AM,control,old_page,0
807956,12:06:06 AM,control,old_page,0
711434,12:47:01 AM,control,old_page,1
696331,12:24:01 AM,control,old_page,0
809300,12:13:13 AM,treatment,new_page,0
714867,12:44:42 AM,treatment,new_page,0
888415,12:56:38 AM,treatment,new_page,1
933804,12:11:01 AM,treatment,new_page,0
737976,12:36:42 AM,control,old_page,0
933302,12:48:25 AM,treatment,new_page,0
903861,12:41:38 AM,control,old_page,0
735859,12:05:30 AM,treatment,new_page,0
926384,12:16:51 AM,treatment,new_page,0
877079,12:00:45 AM,treatment,new_page,0
698633,12:06:48 AM,control,old_page,0
890995,12:07:56 AM,treatment,new_page,0
940260,12:39:46 AM,control,old_page,0
691823,12:05:50 AM,treatment,new_page,0
702682,12:54:47 AM,treatment,new_page,0
790963,12:32:20 AM,treatment,new_page,0
819634,12:23:13 AM,treatment,new_page,0
688681,12:24:07 AM,treatment,new_page,0
840229,12:48:03 AM,control,old_page,0
815861,12:16:56 AM,control,old_page,0
727429,12:58:53 AM,treatment,new_page,0
772043,12:22:07 AM,treatment,new_page,0
912626,12:10:12 AM,treatment,new_page,0
718418,12:10:18 AM,control,old_page,0
650242,12:24:15 AM,treatment,new_page,0
633602,12:45:48 AM,control,old_page,0
653581,12:16:42 AM,control,old_page,0
932055,12:09:46 AM,treatment,new_page,0
826272,12:39:36 AM,treatment,new_page,0
809195,12:34:17 AM,treatment,new_page,0
754563,12:08:24 AM,control,old_page,0
829995,12:02:19 AM,control,old_page,0
895306,12:37:10 AM,control,old_page,0
794013,12:45:02 AM,control,old_page,0
793637,12:27:30 AM,control,old_page,0
931811,12:33:19 AM,treatment,new_page,0
791922,12:04:08 AM,treatment,new_page,0
803018,12:40:56 AM,control,old_page,0
750762,12:24:36 AM,treatment,new_page,1
941315,12:20:54 AM,control,old_page,0
911568,12:28:52 AM,control,old_page,1
691324,12:19:02 AM,treatment,new_page,0
903615,12:22:16 AM,control,old_page,0
719549,12:01:41 AM,treatment,new_page,0
850789,12:25:46 AM,treatment,old_page,0
814143,12:33:37 AM,control,old_page,0
770183,12:25:50 AM,control,old_page,0
942920,12:31:55 AM,treatment,new_page,0
733513,12:03:32 AM,control,old_page,1
712297,12:53:33 AM,control,old_page,0
632405,12:14:54 AM,control,old_page,0
901380,12:39:48 AM,treatment,new_page,0
853231,12:52:40 AM,treatment,new_page,0
906138,12:37:07 AM,treatment,new_page,0
633062,12:29:16 AM,treatment,new_page,0
672688,12:30:17 AM,control,old_page,1
851363,12:00:21 AM,control,old_page,0
677784,12:16:10 AM,control,old_page,0
836651,12:16:53 AM,control,old_page,0
721947,12:13:31 AM,control,old_page,0
743125,12:12:04 AM,control,old_page,1
760595,12:18:42 AM,treatment,new_page,0
872014,12:00:22 AM,control,old_page,1
826153,12:00:56 AM,control,old_page,0
860518,12:06:56 AM,control,old_page,1
786341,12:02:13 AM,treatment,new_page,0
797227,12:58:05 AM,treatment,new_page,0
805813,12:47:04 AM,treatment,new_page,0
683104,12:25:06 AM,treatment,new_page,1
760569,12:58:46 AM,control,old_page,0
643902,12:52:32 AM,treatment,new_page,0
923536,12:58:41 AM,control,old_page,0
771399,12:49:56 AM,control,old_page,0
924452,12:55:48 AM,treatment,new_page,0
857848,12:33:19 AM,control,old_page,0
699586,12:42:09 AM,treatment,new_page,0
755510,12:02:25 AM,treatment,new_page,0
919410,12:53:43 AM,treatment,new_page,0
934136,12:21:40 AM,treatment,new_page,1
909348,12:25:44 AM,control,old_page,0
705574,12:10:36 AM,control,old_page,0
876525,12:27:38 AM,control,old_page,0
901510,12:17:58 AM,control,old_page,0
758655,12:08:57 AM,treatment,new_page,0
703684,12:29:40 AM,treatment,new_page,0
934383,12:35:50 AM,treatment,new_page,0
643761,12:22:49 AM,control,old_page,0
891076,12:06:54 AM,treatment,new_page,1
855380,12:22:59 AM,control,old_page,0
806612,12:35:01 AM,treatment,new_page,0
685925,12:49:09 AM,treatment,new_page,0
845505,12:07:45 AM,treatment,new_page,0
757035,12:22:13 AM,control,old_page,0
696018,12:40:24 AM,control,old_page,0
902510,12:56:01 AM,treatment,new_page,0
763640,12:29:05 AM,treatment,new_page,0
862272,12:54:47 AM,treatment,new_page,0
768510,12:49:53 AM,treatment,new_page,0
838586,12:39:22 AM,control,old_page,0
905396,12:29:06 AM,control,old_page,0
894164,12:13:35 AM,treatment,new_page,0
728448,12:41:15 AM,control,old_page,0
726735,12:30:54 AM,treatment,new_page,0
660242,12:53:49 AM,control,old_page,0
737022,12:59:36 AM,control,old_page,1
887950,12:54:37 AM,treatment,new_page,1
632191,12:06:22 AM,treatment,new_page,0
703412,12:26:58 AM,treatment,new_page,0
687110,12:09:00 AM,control,old_page,1
785528,12:09:42 AM,treatment,new_page,0
860663,12:04:36 AM,treatment,new_page,0
753291,12:53:57 AM,control,old_page,0
840143,12:47:45 AM,treatment,new_page,0
776210,12:49:35 AM,control,old_page,0
652858,12:09:33 AM,control,old_page,0
673824,12:05:47 AM,control,old_page,0
796226,12:36:37 AM,control,old_page,1
759534,12:17:39 AM,treatment,new_page,0
916099,12:55:30 AM,control,old_page,0
771233,12:19:25 AM,control,old_page,0
898760,12:10:20 AM,treatment,new_page,1
843241,12:54:47 AM,treatment,new_page,0
766472,12:23:11 AM,control,old_page,0
701998,12:10:36 AM,control,new_page,1
917579,12:12:45 AM,control,old_page,0
864648,12:50:39 AM,treatment,new_page,0
827966,12:13:26 AM,control,old_page,0
931154,12:07:19 AM,treatment,new_page,0
889875,12:32:21 AM,treatment,new_page,0
801127,12:44:57 AM,treatment,new_page,0
816668,12:07:36 AM,treatment,new_page,0
826947,12:09:38 AM,treatment,new_page,0
880216,12:35:18 AM,control,old_page,0
631276,12:56:58 AM,treatment,new_page,0
903750,12:44:07 AM,control,old_page,1
812843,12:37:49 AM,control,old_page,0
768387,12:30:53 AM,control,old_page,1
919891,12:14:55 AM,control,old_page,0
750480,12:57:57 AM,treatment,new_page,0
656308,12:26:12 AM,treatment,new_page,0
677473,12:47:36 AM,treatment,new_page,0
876444,12:04:33 AM,control,old_page,0
863408,12:38:14 AM,control,old_page,1
690883,12:06:26 AM,treatment,new_page,0
708171,12:40:25 AM,treatment,new_page,1
649989,12:47:01 AM,control,old_page,0
679962,12:55:26 AM,treatment,new_page,0
771685,12:26:03 AM,treatment,new_page,0
924200,12:32:03 AM,treatment,new_page,0
870418,12:26:55 AM,control,new_page,0
745655,12:50:10 AM,control,old_page,0
698588,12:26:27 AM,treatment,new_page,0
882918,12:38:22 AM,control,old_page,0
945308,12:02:04 AM,control,old_page,0
752301,12:27:56 AM,control,old_page,1
868895,12:37:20 AM,treatment,new_page,1
729618,12:48:41 AM,control,old_page,0
671687,12:03:05 AM,control,old_page,0
921129,12:52:56 AM,treatment,new_page,0
923423,12:22:54 AM,control,old_page,1
865861,12:50:06 AM,control,old_page,0
739078,12:51:46 AM,control,old_page,0
705919,12:11:28 AM,treatment,new_page,0
642542,12:48:05 AM,treatment,new_page,1
923645,12:49:13 AM,control,old_page,0
931201,12:37:36 AM,treatment,new_page,0
673889,12:14:37 AM,control,old_page,0
895686,12:10:15 AM,treatment,new_page,0
637731,12:58:48 AM,control,old_page,0
898188,12:51:00 AM,treatment,new_page,0
835421,12:36:19 AM,treatment,new_page,0
878211,12:25:01 AM,control,old_page,0
856934,12:52:56 AM,treatment,new_page,0
649244,12:39:54 AM,control,old_page,0
816937,12:47:51 AM,control,old_page,0
830292,12:52:09 AM,control,old_page,0
659570,12:15:27 AM,control,old_page,0
690352,12:15:35 AM,treatment,new_page,1
709441,12:22:34 AM,control,old_page,0
690931,12:06:21 AM,control,old_page,0
776261,12:28:05 AM,control,old_page,0
692768,12:33:06 AM,treatment,new_page,0
698063,12:21:11 AM,control,old_page,0
903927,12:33:22 AM,control,old_page,0
805922,12:57:09 AM,treatment,new_page,0
892133,12:40:10 AM,control,old_page,0
674958,12:48:12 AM,control,old_page,0
917300,12:50:06 AM,control,old_page,1
782823,12:17:06 AM,control,old_page,0
886558,12:32:09 AM,treatment,new_page,0
934954,12:45:16 AM,control,old_page,0
658261,12:48:05 AM,treatment,new_page,0
913198,12:56:36 AM,treatment,new_page,0
630555,12:25:50 AM,treatment,new_page,0
937641,12:41:21 AM,treatment,new_page,0
905303,12:28:24 AM,treatment,new_page,1
762163,12:16:06 AM,control,old_page,0
795966,12:54:19 AM,treatment,new_page,0
714389,12:30:18 AM,treatment,new_page,0
789200,12:43:31 AM,treatment,new_page,0
839420,12:04:50 AM,treatment,new_page,0
742240,12:19:41 AM,treatment,new_page,0
871765,12:16:58 AM,control,old_page,0
703403,12:28:13 AM,control,old_page,0
836453,12:55:04 AM,control,old_page,0
753817,12:25:07 AM,control,old_page,0
903328,12:14:56 AM,control,old_page,0
648209,12:38:14 AM,treatment,new_page,0
708989,12:06:30 AM,treatment,new_page,0
699733,12:49:40 AM,control,old_page,0
925531,12:03:20 AM,control,old_page,0
874737,12:10:13 AM,treatment,new_page,0
810585,12:31:06 AM,treatment,new_page,1
780940,12:24:08 AM,treatment,new_page,0
884793,12:23:03 AM,control,old_page,0
638636,12:58:42 AM,treatment,new_page,0
780451,12:03:42 AM,treatment,new_page,0
765820,12:01:16 AM,control,old_page,0
865543,12:56:15 AM,control,old_page,0
810305,12:50:35 AM,treatment,new_page,0
845221,12:28:30 AM,control,old_page,0
738489,12:12:01 AM,treatment,new_page,1
847630,12:55:11 AM,treatment,new_page,0
645601,12:42:32 AM,treatment,new_page,0
803483,12:43:21 AM,treatment,new_page,0
809169,12:49:36 AM,control,old_page,0
694505,12:34:14 AM,control,old_page,0
762987,12:53:54 AM,treatment,new_page,0
812308,12:25:53 AM,treatment,new_page,0
745416,12:01:34 AM,control,old_page,0
696875,12:00:05 AM,treatment,new_page,0
945576,12:25:12 AM,control,old_page,0
914610,12:50:47 AM,control,old_page,0
791726,12:43:50 AM,control,old_page,0
708290,12:16:41 AM,control,old_page,0
885873,12:59:44 AM,control,old_page,0
768968,12:57:27 AM,treatment,new_page,0
945579,12:51:07 AM,treatment,new_page,0
780860,12:55:16 AM,treatment,new_page,0
901614,12:43:03 AM,treatment,new_page,0
633286,12:14:59 AM,control,old_page,0
789642,12:52:50 AM,treatment,new_page,0
716452,12:33:25 AM,control,old_page,0
753630,12:00:19 AM,treatment,new_page,0
685106,12:39:24 AM,treatment,new_page,0
693409,12:57:49 AM,control,old_page,0
879119,12:20:49 AM,control,old_page,0
661480,12:08:09 AM,treatment,old_page,0
893088,12:43:24 AM,control,old_page,0
891175,12:52:12 AM,control,old_page,0
633057,12:24:28 AM,treatment,new_page,0
808944,12:04:24 AM,treatment,new_page,0
702971,12:49:12 AM,control,old_page,0
671040,12:07:10 AM,control,old_page,0
819572,12:41:18 AM,control,old_page,0
873359,12:04:52 AM,treatment,new_page,0
676933,12:12:26 AM,treatment,new_page,0
800713,12:11:05 AM,treatment,new_page,0
854776,12:47:47 AM,control,old_page,0
721456,12:58:36 AM,treatment,new_page,0
632826,12:06:56 AM,treatment,new_page,0
658335,12:46:29 AM,control,old_page,0
674718,12:11:53 AM,control,old_page,0
663587,12:52:54 AM,treatment,new_page,0
850235,12:28:00 AM,control,old_page,0
678149,12:36:07 AM,treatment,new_page,0
830286,12:01:13 AM,treatment,new_page,0
726393,12:05:49 AM,control,old_page,0
741113,12:17:10 AM,treatment,new_page,0
655156,12:02:53 AM,control,old_page,0
692685,12:17:44 AM,treatment,new_page,0
763750,12:05:32 AM,control,old_page,0
644182,12:43:09 AM,control,old_page,1
817020,12:17:10 AM,treatment,new_page,0
704862,12:37:57 AM,control,old_page,1
688282,12:55:55 AM,treatment,new_page,0
909036,12:14:28 AM,control,old_page,0
769120,12:18:30 AM,control,old_page,0
648915,12:31:30 AM,treatment,new_page,0
819896,12:55:53 AM,treatment,old_page,0
814119,12:58:28 AM,treatment,new_page,0
706538,12:29:32 AM,treatment,new_page,0
767715,12:19:11 AM,control,old_page,0
676137,12:36:14 AM,treatment,new_page,0
819973,12:12:29 AM,control,old_page,0
689064,12:58:58 AM,control,old_page,0
912302,12:28:37 AM,control,old_page,0
863059,12:04:13 AM,control,old_page,0
715796,12:38:17 AM,treatment,new_page,0
772382,12:29:18 AM,treatment,new_page,0
665771,12:37:39 AM,control,old_page,0
757555,12:16:54 AM,treatment,new_page,1
923587,12:25:53 AM,control,old_page,0
938381,12:34:33 AM,control,old_page,0
938775,12:52:35 AM,control,old_page,0
864728,12:04:04 AM,treatment,new_page,0
883033,12:58:23 AM,control,old_page,0
690814,12:45:55 AM,control,old_page,0
646286,12:17:45 AM,treatment,new_page,0
743719,12:59:07 AM,control,old_page,1
812459,12:18:03 AM,treatment,new_page,1
808528,12:22:12 AM,treatment,new_page,0
832703,12:47:56 AM,control,old_page,0
685515,12:28:44 AM,treatment,new_page,0
787027,12:51:56 AM,treatment,new_page,0
739899,12:06:11 AM,control,old_page,0
865023,12:41:58 AM,treatment,new_page,0
892084,12:35:51 AM,treatment,new_page,0
919545,12:45:06 AM,control,old_page,0
679798,12:16:02 AM,treatment,new_page,1
748764,12:41:01 AM,control,old_page,1
722448,12:47:30 AM,control,old_page,0
820735,12:11:55 AM,treatment,new_page,0
638751,12:37:58 AM,control,old_page,0
704761,12:43:26 AM,control,old_page,0
766912,12:03:44 AM,treatment,new_page,1
645200,12:04:00 AM,control,old_page,0
883524,12:36:32 AM,treatment,new_page,0
774724,12:27:30 AM,control,old_page,0
854168,12:50:27 AM,control,old_page,0
740227,12:23:04 AM,control,old_page,0
809993,12:58:48 AM,control,new_page,0
660408,12:17:12 AM,treatment,new_page,0
924921,12:06:36 AM,control,old_page,0
930445,12:38:38 AM,control,old_page,0
670863,12:25:01 AM,treatment,new_page,0
925082,12:40:25 AM,treatment,new_page,0
657505,12:14:52 AM,treatment,new_page,0
873987,12:48:47 AM,treatment,new_page,1
927900,12:48:13 AM,treatment,new_page,0
938263,12:05:44 AM,treatment,new_page,0
862987,12:53:08 AM,control,old_page,0
836221,12:50:51 AM,control,old_page,0
805219,12:08:36 AM,treatment,new_page,0
819206,12:08:53 AM,treatment,new_page,0
738648,12:11:06 AM,control,old_page,1
681564,12:34:34 AM,treatment,new_page,0
830225,12:53:40 AM,treatment,new_page,0
888996,12:17:00 AM,control,old_page,0
872585,12:31:33 AM,treatment,new_page,1
720189,12:57:19 AM,control,old_page,0
818252,12:12:01 AM,control,old_page,0
928068,12:34:47 AM,treatment,new_page,0
775833,12:04:06 AM,control,old_page,0
648335,12:49:05 AM,treatment,new_page,0
798098,12:15:22 AM,treatment,new_page,0
679938,12:24:17 AM,control,old_page,0
673685,12:40:36 AM,control,old_page,0
933318,12:08:23 AM,control,old_page,0
757551,12:35:28 AM,treatment,new_page,1
831799,12:46:48 AM,control,old_page,0
676114,12:05:23 AM,control,old_page,0
914932,12:37:59 AM,control,new_page,0
672343,12:51:40 AM,treatment,new_page,0
632996,12:25:10 AM,treatment,new_page,1
941441,12:36:52 AM,treatment,new_page,1
716936,12:04:19 AM,control,old_page,0
721052,12:10:38 AM,treatment,new_page,0
941682,12:05:13 AM,treatment,new_page,0
817146,12:21:00 AM,control,old_page,0
745485,12:18:07 AM,treatment,new_page,0
886805,12:55:41 AM,control,old_page,0
729007,12:14:15 AM,treatment,new_page,0
941140,12:36:27 AM,treatment,new_page,0
945355,12:19:41 AM,treatment,new_page,0
820928,12:19:53 AM,treatment,new_page,0
863042,12:54:07 AM,treatment,new_page,1
861570,12:35:04 AM,treatment,new_page,0
718454,12:05:46 AM,treatment,new_page,0
671245,12:56:58 AM,control,old_page,0
872589,12:02:31 AM,treatment,new_page,0
797597,12:47:10 AM,control,old_page,1
641220,12:49:26 AM,treatment,new_page,0
943619,12:23:09 AM,treatment,new_page,0
664613,12:40:24 AM,treatment,new_page,0
848477,12:49:08 AM,treatment,new_page,0
844110,12:15:43 AM,control,old_page,0
854102,12:25:32 AM,control,old_page,0
939958,12:18:26 AM,control,old_page,0
884409,12:17:49 AM,control,old_page,0
816211,12:58:28 AM,treatment,new_page,0
859040,12:41:53 AM,treatment,new_page,1
832225,12:10:07 AM,treatment,new_page,0
828321,12:18:58 AM,treatment,new_page,0
787752,12:54:50 AM,control,new_page,0
908907,12:09:24 AM,treatment,new_page,0
668180,12:58:10 AM,control,old_page,0
942990,12:46:30 AM,control,old_page,0
818916,12:51:25 AM,control,old_page,0
880782,12:11:19 AM,control,old_page,0
746004,12:57:20 AM,treatment,new_page,1
860955,12:00:17 AM,control,old_page,0
820313,12:16:12 AM,treatment,new_page,0
697782,12:16:17 AM,treatment,new_page,0
668149,12:30:07 AM,control,old_page,0
921338,12:50:04 AM,control,old_page,0
642520,12:59:22 AM,treatment,new_page,0
786670,12:38:38 AM,control,old_page,0
671219,12:54:29 AM,treatment,new_page,0
929810,12:24:20 AM,treatment,new_page,1
675522,12:36:39 AM,treatment,new_page,0
635006,12:22:11 AM,control,old_page,0
885427,12:14:32 AM,control,old_page,0
719282,12:25:33 AM,control,old_page,0
696500,12:33:36 AM,control,old_page,1
837915,12:50:24 AM,control,old_page,1
917692,12:39:04 AM,control,old_page,0
884318,12:23:16 AM,control,old_page,0
770125,12:12:36 AM,treatment,new_page,0
696317,12:19:20 AM,control,old_page,0
724592,12:16:57 AM,control,old_page,0
660961,12:12:30 AM,treatment,new_page,0
747960,12:52:25 AM,control,old_page,0
944990,12:48:29 AM,control,old_page,0
732427,12:17:42 AM,treatment,new_page,0
937579,12:43:52 AM,control,old_page,0
686877,12:44:46 AM,control,old_page,0
856586,12:24:21 AM,control,old_page,0
683082,12:24:14 AM,treatment,new_page,0
861231,12:50:58 AM,treatment,new_page,0
668425,12:33:31 AM,control,old_page,0
647124,12:48:57 AM,treatment,new_page,0
891506,12:30:09 AM,control,old_page,0
815564,12:57:00 AM,treatment,new_page,0
688948,12:02:45 AM,control,old_page,0
658895,12:14:53 AM,treatment,new_page,0
702331,12:36:53 AM,treatment,new_page,0
939624,12:23:15 AM,treatment,new_page,0
746189,12:20:45 AM,treatment,new_page,0
652382,12:28:24 AM,treatment,new_page,0
849366,12:22:01 AM,control,old_page,0
681817,12:41:19 AM,control,old_page,0
644396,12:43:09 AM,control,old_page,0
709661,12:06:44 AM,control,new_page,0
784013,12:00:16 AM,control,old_page,0
664042,12:55:07 AM,control,old_page,0
706747,12:54:43 AM,treatment,new_page,0
903952,12:47:52 AM,control,old_page,0
792619,12:20:03 AM,treatment,new_page,0
759545,12:29:41 AM,control,old_page,0
682708,12:15:15 AM,control,old_page,0
